Exp ID / Name,Status,Purpose,Input,Target,Model / Change,Losses,Key Params,Dataset / Split,Metrics,Main Finding,Failure Mode,Keep?,Source
exp246_n1_pvit_mssh_lr1e4,PLANNED / NOT REPORTED,N3 multi-scale SH,binaural spec,ERP depth,config=pvit_n1_temap_mssh; model.name=UNKNOWN,Depth + λ_sh,script=scripts/n1_bulk.sh; lr=0.0001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp231_n2_tenergy_ov3_lr1e3_lsh0.1,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp232_n2_tenergy_ov3_lr5e4_lsh0.1,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.0005; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp233_n2_tenergy_ov3_lr1e3_lsh0.3,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.3; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp234_n2_temap_ov3_lr1e3_lsh0.1,PLANNED / NOT REPORTED,Temporal energy-map input,binaural spec + temporal FOA energy maps,ERP depth,config=n2_temap_input_overlap3; model.name=UNKNOWN,Depth + λ_sh aux; sometimes λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp235_n2_temap_ov3_lr5e4_lsh0.1,PLANNED / NOT REPORTED,Temporal energy-map input,binaural spec + temporal FOA energy maps,ERP depth,config=n2_temap_input_overlap3; model.name=UNKNOWN,Depth + λ_sh aux; sometimes λ_energy,script=scripts/n2_bulk.sh; lr=0.0005; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp236_n2_tenergy_ov3_signed_lr1e3,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3_signed; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp237_n2_tenergy_ov3_wloss_lr1e3,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3_wloss; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp238_n2_tenergy_ov3_deccond_lr1e3,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap3_deccond; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp239_n2_tenergy_ov4_lr1e3_lsh0.1,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap4; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp240_n2_tenergy_ov4_lr5e4_lsh0.1,PLANNED / NOT REPORTED,Temporal energy attention/supervision,binaural spec,ERP depth,config=n2_temporal_energy_overlap4; model.name=UNKNOWN,Depth + λ_sh + λ_energy,script=scripts/n2_bulk.sh; lr=0.0005; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp730_sideplus_baseline_lr5e4_bs128,PLANNED / NOT REPORTED,Baseline UNet,binaural spec,ERP depth,config=echodiff_sh_side_plus; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_bulk_0427.sh; lr=0.0005; bs_or_arg4=128; extra=--no-side-fusion --no-oracle-mode --rep-K 8 --lambda-sh 0.0 --lambda-sparsity 0.0 --lambda-energy 0.0,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp731_sideplus_oracleUB_gate-ones_lr5e4_bs128,PLANNED / NOT REPORTED,echodiff_sh_side_plus,UNKNOWN,ERP depth,config=echodiff_sh_side_plus; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_bulk_0427.sh; lr=0.0005; bs_or_arg4=128; extra=--side-fusion --oracle-mode --oracle-gate-mode ones --rep-K 8 --lambda-sh 0.0 --lambda-sparsity 0.0 --lambda-energy 0.0,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp720_eda_sh5_lr5e4_bs128,PLANNED / NOT REPORTED,echodiffusion_ambi_sh,UNKNOWN,ERP depth,config=echodiffusion_ambi_sh; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_echodiffambi_sh.sh; lr=0.0005; bs_or_arg4=128; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp721_eda_sh5_lr1e4_bs128,PLANNED / NOT REPORTED,echodiffusion_ambi_sh,UNKNOWN,ERP depth,config=echodiffusion_ambi_sh; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_echodiffambi_sh.sh; lr=0.0001; bs_or_arg4=128; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp722_eda_sh5_lr5e5_bs128,PLANNED / NOT REPORTED,echodiffusion_ambi_sh,UNKNOWN,ERP depth,config=echodiffusion_ambi_sh; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_echodiffambi_sh.sh; lr=0.00005; bs_or_arg4=128; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp723_eda_sh5_lr1e3_bs128,PLANNED / NOT REPORTED,echodiffusion_ambi_sh,UNKNOWN,ERP depth,config=echodiffusion_ambi_sh; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_echodiffambi_sh.sh; lr=0.001; bs_or_arg4=128; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp360_echodiff_lr1e4_bs48,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp361_echodiff_lr5e5_bs48,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.00005; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp362_echodiff_lr1e4_bs32,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=32; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp363_echodiff_lr5e4_bs48,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp364_echodiff_lr1e5_bs48,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.00001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp366_resnet_lr5e5_bs160,PLANNED / NOT REPORTED,Pretrained ResNet,binaural spec adapted to pseudo-RGB,ERP depth,config=pretrain_resnet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.00005; bs_or_arg4=160; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp367_resnet_lr5e4_bs160,PLANNED / NOT REPORTED,Pretrained ResNet,binaural spec adapted to pseudo-RGB,ERP depth,config=pretrain_resnet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=160; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp368_resnet_lr1e4_bs96,PLANNED / NOT REPORTED,Pretrained ResNet,binaural spec adapted to pseudo-RGB,ERP depth,config=pretrain_resnet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=96; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp369_resnet_lr3e4_bs160,PLANNED / NOT REPORTED,Pretrained ResNet,binaural spec adapted to pseudo-RGB,ERP depth,config=pretrain_resnet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0003; bs_or_arg4=160; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp370_previt_lr1e4_bs48,PLANNED / NOT REPORTED,Pretrained ViT,binaural spec,ERP depth,config=pretrain_vit; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp371_previt_lr5e5_bs48,PLANNED / NOT REPORTED,Pretrained ViT,binaural spec,ERP depth,config=pretrain_vit; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.00005; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp372_previt_lr5e4_bs48,PLANNED / NOT REPORTED,Pretrained ViT,binaural spec,ERP depth,config=pretrain_vit; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp373_previt_lr1e4_bs24,PLANNED / NOT REPORTED,Pretrained ViT,binaural spec,ERP depth,config=pretrain_vit; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=24; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp374_previt_lr3e5_bs48,PLANNED / NOT REPORTED,Pretrained ViT,binaural spec,ERP depth,config=pretrain_vit; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.00003; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp375_echonet_lr1e3_bs24,PLANNED / NOT REPORTED,Echo-Net,binaural spec; image/material branches fed zeros,ERP depth,config=echonet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.001; bs_or_arg4=24; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp376_echonet_lr5e4_bs48,PLANNED / NOT REPORTED,Echo-Net,binaural spec; image/material branches fed zeros,ERP depth,config=echonet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp377_echonet_lr1e4_bs48,PLANNED / NOT REPORTED,Echo-Net,binaural spec; image/material branches fed zeros,ERP depth,config=echonet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp378_echonet_lr1e3_bs48,PLANNED / NOT REPORTED,Echo-Net,binaural spec; image/material branches fed zeros,ERP depth,config=echonet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp379_echonet_lr2e3_bs48,PLANNED / NOT REPORTED,Echo-Net,binaural spec; image/material branches fed zeros,ERP depth,config=echonet; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.002; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp380_batvision_lr1e3_bs96,PLANNED / NOT REPORTED,BatVision UNet,binaural spec,ERP depth,config=batvision; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.001; bs_or_arg4=96; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp381_batvision_lr5e4_bs96,PLANNED / NOT REPORTED,BatVision UNet,binaural spec,ERP depth,config=batvision; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=96; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp382_batvision_lr1e4_bs96,PLANNED / NOT REPORTED,BatVision UNet,binaural spec,ERP depth,config=batvision; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=96; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp383_batvision_lr1e3_bs48,PLANNED / NOT REPORTED,BatVision UNet,binaural spec,ERP depth,config=batvision; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp384_batvision_lr2e3_bs96,PLANNED / NOT REPORTED,BatVision UNet,binaural spec,ERP depth,config=batvision; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n2_revisit.sh; lr=0.002; bs_or_arg4=96; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp385_echodiff_wav2vec_lr1e4_bs32,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=32; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp386_echodiff_wav2vec_lr5e4_bs32,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0005; bs_or_arg4=32; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp387_echodiff_wav2vec_lr1e4_bs48,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=48; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp388_echodiff_wav2vec_lr5e5_bs16,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.00005; bs_or_arg4=16; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp389_echodiff_wav2vec_lr1e4_bs4,PLANNED / NOT REPORTED,EchoDiffusion,binaural spec + raw waveform,ERP depth,config=echodiffusion; model.name=UNKNOWN,BerHu + SILog depth; Wav2Vec/CIDE conditioning,script=scripts/n2_revisit.sh; lr=0.0001; bs_or_arg4=4; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp247_emap_unet_repeat_lr1e3,PLANNED / NOT REPORTED,n3_emap_unet_repeat,UNKNOWN,ERP depth,config=n3_emap_unet_repeat; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n3_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp248_emap_unet_conv_lr1e3,PLANNED / NOT REPORTED,n3_emap_unet_conv,UNKNOWN,ERP depth,config=n3_emap_unet_conv; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n3_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp249_emap_unet_edge_lr1e3,PLANNED / NOT REPORTED,n3_emap_unet_edge,UNKNOWN,ERP depth,config=n3_emap_unet_edge; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n3_bulk.sh; lr=0.001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp250_emap_vit_repeat_lr1e4,PLANNED / NOT REPORTED,ViT from scratch,binaural spec,ERP depth,config=n3_emap_vit_repeat; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n3_bulk.sh; lr=0.0001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
exp251_emap_vit_conv_lr1e4,PLANNED / NOT REPORTED,ViT from scratch,binaural spec,ERP depth,config=n3_emap_vit_conv; model.name=UNKNOWN,BerHu + SILog depth unless noted,script=scripts/n3_bulk.sh; lr=0.0001; bs_or_arg4=0.1; extra=,UNKNOWN,NOT REPORTED,Script/config-defined experiment; no metric in provided docs.,UNKNOWN / not completed in provided snippets,KEEP as planned/unreported,scripts_planned
