Exp ID / Name,Status,Purpose,Input,Target,Model / Change,Losses,Key Params,Dataset / Split,Metrics,Main Finding,Failure Mode,Keep?,Source
exp180 / exp180_oracle_nc3_lr1e3_lsh0.3,PASSED,FOA oracle nc3,binaural spectrogram + GT FOA energy map,ERP depth,FOA oracle nc3,Depth + λ_sh auxiliary,from name; FOA_L1=0.0417,test split; source=summary_test,"RMSE=1.0741, AbsRel=0.4017, δ1=0.4817",Upper bound; not deployable under final constraint,none reported,KEEP,master_ranking
exp172 / exp172_n3eattn_lr1e3_lsh0.1,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0322,test split; source=summary_test,"RMSE=1.0744, AbsRel=0.4792, δ1=0.5030",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp213 / exp213_n3mssh_eattn_lr1e3_lsh0.1,PASSED,N3 MSSH + energy attention,binaural spec,ERP depth,N3 MSSH + energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0270,test split; source=n3_test,"RMSE=1.0777, AbsRel=0.4645, δ1=0.5017",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp111 / exp111_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze15,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0636,test split; source=summary_test,"RMSE=1.0781, AbsRel=0.4535, δ1=0.4998",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp189 / exp189_n2_6ch_lr1e3_lsh0.3,PASSED,N2 direct FOA spectrogram input,binaural spec + 4ch FOA spectrogram,ERP depth,N2 direct FOA spectrogram input,Depth + λ_sh aux,from name; FOA_L1=0.0302,test split; source=n2_test,"RMSE=1.0781, AbsRel=0.4393, δ1=0.4974",Strong metrics but uses FOA at test,none reported,KEEP,master_ranking
exp100 / exp100_foa_lr1e3_fw0.15_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0313,test split; source=summary_test,"RMSE=1.0793, AbsRel=0.5043, δ1=0.4821",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp49 / exp49_foa_lr1e3_dw1.0_fw0.1_hw0.05,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0271,test split; source=summary_test,"RMSE=1.0803, AbsRel=0.4631, δ1=0.5023",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp192 / exp192_n2_tenergy_lr1e3_lsh0.1,PASSED,Temporal energy attention/supervision,binaural spec,ERP depth,Temporal energy attention/supervision,Depth + λ_sh + λ_energy,from name; FOA_L1=0.0337,test split; source=n2_test,"RMSE=1.0805, AbsRel=0.4734, δ1=0.4912",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp218 / exp218_pvit_film_dw2_lr1e4_lsh0.1,PASSED,N3 FiLM,binaural spec,ERP depth,N3 FiLM,Depth + λ_sh,from name; FOA_L1=0.0310,test split; source=n3_test,"RMSE=1.0805, AbsRel=0.4504, δ1=0.4867",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp198 / exp198_n2_stft_lr5e4_lsh0.1,PASSED,N2 FOA STFT FiLM,binaural spec + FOA STFT descriptor,ERP depth,N2 FOA STFT FiLM,Depth + λ_sh,from name; FOA_L1=0.0322,test split; source=n2_test,"RMSE=1.0807, AbsRel=0.4719, δ1=0.5108",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp200 / exp200_n2_trms_film_lr5e4_lsh0.1,PASSED,Temporal RMS FiLM,binaural spec + temporal FOA RMS descriptor for FiLM,ERP depth,Temporal RMS FiLM,Depth + λ_sh aux,from name; FOA_L1=0.0310,test split; source=n2_test,"RMSE=1.0808, AbsRel=0.4649, δ1=0.5016",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp225 / exp225_n3mssh_freeze10_lr1e3_lsh0.3,PASSED,N3 multi-scale SH,binaural spec,ERP depth,N3 multi-scale SH,Depth + λ_sh,from name; FOA_L1=0.0242,test split; source=n3_test,"RMSE=1.0811, AbsRel=0.4821, δ1=0.4958",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp208 / exp208_n3eattn_dw2_lr1e3_lsh0.1,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0398,test split; source=n3_test,"RMSE=1.0813, AbsRel=0.5003, δ1=0.4829",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp52 / exp52_foa_lr5e4_dw1.0_fw0.2_hw0.2,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0287,test split; source=summary_test,"RMSE=1.0814, AbsRel=0.4921, δ1=0.4933",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp28 / exp28_msattn_lr1e4_fw0.1,PASSED,FOA multi-scale attention,binaural spec,ERP depth,FOA multi-scale attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0341,test split; source=summary_test,"RMSE=1.0816, AbsRel=0.4917, δ1=0.4995",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp01 / exp01_baseline_lr1e3_bs32,PASSED,Baseline UNet,binaural spec,ERP depth,Baseline UNet,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0817, AbsRel=0.4553, δ1=0.5031",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp74 / exp74_batvision_lr1e3_bs16,PASSED,BatVision UNet,binaural spec,ERP depth,BatVision UNet,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0817, AbsRel=0.4652, δ1=0.4944",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp65 / exp65_vit_lr3e5_bs16,PASSED,ViT from scratch,binaural spec,ERP depth,ViT from scratch,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0818, AbsRel=0.4467, δ1=0.4959",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp160 / exp160_pvitfoav1_lr1e4_w0.1,PASSED,Pretrained ViT + FOA aux,binaural spec,ERP depth,Pretrained ViT + FOA aux,Depth + λ_sh or FOA hist depending variant,from name; FOA_L1=0.0248,test split; source=summary_test,"RMSE=1.0820, AbsRel=0.4619, δ1=0.4948",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp107 / exp107_foa_lr5e4_fw0.3_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0329,test split; source=summary_test,"RMSE=1.0824, AbsRel=0.4574, δ1=0.4945",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp61 / exp61_vit_lr1e4_bs16,PASSED,ViT from scratch,binaural spec,ERP depth,ViT from scratch,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0824, AbsRel=0.4496, δ1=0.4989",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp174 / exp174_n3eattn_lr1e3_lsh0.3,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0335,test split; source=summary_test,"RMSE=1.0835, AbsRel=0.4767, δ1=0.4836",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp71 / exp71_batvision_lr1e3_bs32,PASSED,BatVision UNet,binaural spec,ERP depth,BatVision UNet,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0835, AbsRel=0.4430, δ1=0.4897",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp226 / exp226_n3mssh_dw2_lr1e3_lsh0.3,PASSED,N3 multi-scale SH,binaural spec,ERP depth,N3 multi-scale SH,Depth + λ_sh,from name; FOA_L1=0.0269,test split; source=n3_test,"RMSE=1.0845, AbsRel=0.4396, δ1=0.4947",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp20 / exp20_crossattn_lr5e4_fw0.2,PASSED,FOA cross-attention,binaural spec,ERP depth,FOA cross-attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0262,test split; source=summary_test,"RMSE=1.0850, AbsRel=0.4735, δ1=0.4931",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp125 / exp125_echodiff_wav2vec_lr1e4_bs8,PASSED,EchoDiffusion,binaural spec + raw waveform,ERP depth,EchoDiffusion,BerHu + SILog depth; Wav2Vec/CIDE conditioning,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0852, AbsRel=0.4750, δ1=0.4994",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp215 / exp215_n3eattn_distill_lkd0.5,PASSED,Distillation from oracle,binaural spec,ERP depth,Distillation from oracle,Depth + λ_sh + λ_kd,from name; FOA_L1=0.0353,test split; source=n3_test,"RMSE=1.0853, AbsRel=0.4288, δ1=0.4943",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp120 / exp120_foa_lr5e4_fw0.05_hw0.1_freeze5,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0355,test split; source=summary_test,"RMSE=1.0858, AbsRel=0.4568, δ1=0.4884",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp50 / exp50_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze5,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0343,test split; source=summary_test,"RMSE=1.0858, AbsRel=0.4691, δ1=0.4860",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp173 / exp173_n3eattn_lr5e4_lsh0.1,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0328,test split; source=summary_test,"RMSE=1.0859, AbsRel=0.4511, δ1=0.4866",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp216 / exp216_pvit_eattn_lr1e4_lsh0.1,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0249,test split; source=n3_test,"RMSE=1.0863, AbsRel=0.4639, δ1=0.4974",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp96 / exp96_foa_lr2e4_dw1.0_fw0.1_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0377,test split; source=summary_test,"RMSE=1.0866, AbsRel=0.4752, δ1=0.4929",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp23 / exp23_featbank_lr1e4_fw0.1,PASSED,FOA feature bank,binaural spec,ERP depth,FOA feature bank,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0412,test split; source=summary_test,"RMSE=1.0869, AbsRel=0.4913, δ1=0.4977",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp214 / exp214_n3eattn_sh9_lr1e3_lsh0.1,PASSED,N3 energy attention SH9,binaural spec,ERP depth,N3 energy attention SH9,Depth + λ_sh,from name; FOA_L1=0.0350,test split; source=n3_test,"RMSE=1.0870, AbsRel=0.4373, δ1=0.4954",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp44 / exp44_foa_lr5e4_dw1.0_fw0.1_hw0.2,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0340,test split; source=summary_test,"RMSE=1.0871, AbsRel=0.4781, δ1=0.4986",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp109 / exp109_foa_lr1e3_dw1.0_fw0.2_hw0.2_freeze5,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0296,test split; source=summary_test,"RMSE=1.0873, AbsRel=0.4889, δ1=0.4923",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp188 / exp188_n2_6ch_lr5e4_lsh0.1,PASSED,N2 direct FOA spectrogram input,binaural spec + 4ch FOA spectrogram,ERP depth,N2 direct FOA spectrogram input,Depth + λ_sh aux,from name; FOA_L1=0.0212,test split; source=n2_test,"RMSE=1.0875, AbsRel=0.4444, δ1=0.4983",Strong metrics but uses FOA at test,none reported,KEEP,master_ranking
exp41 / exp41_foa_lr1e3_dw1.0_fw0.2_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0283,test split; source=summary_test,"RMSE=1.0875, AbsRel=0.4568, δ1=0.4900",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp170 / exp170_n3mssh_lr5e4_lsh0.1,PASSED,N3 multi-scale SH,binaural spec,ERP depth,N3 multi-scale SH,Depth + λ_sh,from name; FOA_L1=0.0249,test split; source=summary_test,"RMSE=1.0878, AbsRel=0.4676, δ1=0.4985",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp16 / exp16_crossattn_lr1e3_fw0.1,PASSED,FOA cross-attention,binaural spec,ERP depth,FOA cross-attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0288,test split; source=summary_test,"RMSE=1.0880, AbsRel=0.4570, δ1=0.4958",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp51 / exp51_foa_lr1e3_dw1.0_fw0.1_hw0.1_freeze10,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0335,test split; source=summary_test,"RMSE=1.0881, AbsRel=0.4839, δ1=0.4913",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp105 / exp105_foa_lr1e3_fw0.3_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0307,test split; source=summary_test,"RMSE=1.0884, AbsRel=0.4638, δ1=0.4940",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp36 / exp36_foa_lr1e3_dw1.0_fw0.1_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0288,test split; source=summary_test,"RMSE=1.0884, AbsRel=0.4850, δ1=0.4943",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp186 / exp186_n3eattn_lr1e3_lsh0.5,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0357,test split; source=summary_test,"RMSE=1.0885, AbsRel=0.4504, δ1=0.4893",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp48 / exp48_foa_lr1e3_dw1.0_fw0.05_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0342,test split; source=summary_test,"RMSE=1.0886, AbsRel=0.4625, δ1=0.4920",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp56 / exp56_foav2_lr1e3_dw1.0_fw0.1_hw0.1,PASSED,FOA v2,binaural spec,ERP depth,FOA v2,Depth + FOA + hist/consistency,from name; FOA_L1=0.0289,test split; source=summary_test,"RMSE=1.0886, AbsRel=0.4672, δ1=0.4905",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp40 / exp40_foa_lr5e4_bs16_dw1.0_fw0.1_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0295,test split; source=summary_test,"RMSE=1.0888, AbsRel=0.4693, δ1=0.4962",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp99 / exp99_foa_lr1e3_dw1.5_fw0.1_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0292,test split; source=summary_test,"RMSE=1.0888, AbsRel=0.4748, δ1=0.5034",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp184 / exp184_v1base_lr1e3_lsh0.1,PASSED,UNKNOWN,UNKNOWN,ERP depth,UNKNOWN,BerHu + SILog depth unless noted,from name; FOA_L1=0.0410,test split; source=summary_test,"RMSE=1.0889, AbsRel=0.4836, δ1=0.4939",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp121 / exp121_echodiff_wav2vec_lr1e4_bs16,PASSED,EchoDiffusion,binaural spec + raw waveform,ERP depth,EchoDiffusion,BerHu + SILog depth; Wav2Vec/CIDE conditioning,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0892, AbsRel=0.4485, δ1=0.4887",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp72 / exp72_batvision_lr5e4_bs32,PASSED,BatVision UNet,binaural spec,ERP depth,BatVision UNet,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0893, AbsRel=0.4552, δ1=0.4894",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp03 / exp03_baseline_lr1e4_bs32,PASSED,Baseline UNet,binaural spec,ERP depth,Baseline UNet,BerHu + SILog depth unless noted,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0894, AbsRel=0.4295, δ1=0.4934",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp227 / exp227_n3mssh_eattn_lr1e3_lsh0.3,PASSED,N3 MSSH + energy attention,binaural spec,ERP depth,N3 MSSH + energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0241,test split; source=n3_test,"RMSE=1.0895, AbsRel=0.4331, δ1=0.5008",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp228 / exp228_n3mssh_eattn_lenergy_lr1e3_lsh0.1,PASSED,N3 MSSH + energy attention,binaural spec,ERP depth,N3 MSSH + energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0285,test split; source=n3_test,"RMSE=1.0898, AbsRel=0.4332, δ1=0.4964",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp117 / exp117_foa_lr2e4_dw1.0_fw0.2_hw0.2,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0447,test split; source=summary_test,"RMSE=1.0899, AbsRel=0.4742, δ1=0.4908",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp27 / exp27_msattn_lr5e4_fw0.1,PASSED,FOA multi-scale attention,binaural spec,ERP depth,FOA multi-scale attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0361,test split; source=summary_test,"RMSE=1.0901, AbsRel=0.4483, δ1=0.4913",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp116 / exp116_foa_lr3e4_fw0.2_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0301,test split; source=summary_test,"RMSE=1.0902, AbsRel=0.4452, δ1=0.4944",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp161 / exp161_pvitfoav1_lr5e5_w0.3,PASSED,Pretrained ViT + FOA aux,binaural spec,ERP depth,Pretrained ViT + FOA aux,Depth + λ_sh or FOA hist depending variant,from name; FOA_L1=0.0222,test split; source=summary_test,"RMSE=1.0903, AbsRel=0.4673, δ1=0.5000",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp42 / exp42_foa_lr5e4_dw1.0_fw0.2_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0259,test split; source=summary_test,"RMSE=1.0904, AbsRel=0.4572, δ1=0.5018",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp91 / exp91_channelattn_lr1e3_fw0.1_kl0.02,PASSED,FOA channel attention,binaural spec,ERP depth,FOA channel attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0309,test split; source=summary_test,"RMSE=1.0907, AbsRel=0.4470, δ1=0.4869",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp14 / exp14_echodiff_lr5e4_bs32,PASSED,EchoDiffusion,binaural spec + raw waveform,ERP depth,EchoDiffusion,BerHu + SILog depth; Wav2Vec/CIDE conditioning,from name; FOA_L1=NA,test split; source=summary_test,"RMSE=1.0908, AbsRel=0.4664, δ1=0.4932",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp210 / exp210_n3eattn_lenergy0.3_lr1e3_lsh0.1,PASSED,N3 energy attention,binaural spec,ERP depth,N3 energy attention,Depth + λ_sh (+ optional λ_energy),from name; FOA_L1=0.0327,test split; source=n3_test,"RMSE=1.0913, AbsRel=0.4763, δ1=0.4930",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp80 / exp80_crossattn_lr1e3_fw0.3_kl0.01,PASSED,FOA cross-attention,binaural spec,ERP depth,FOA cross-attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0242,test split; source=summary_test,"RMSE=1.0913, AbsRel=0.4731, δ1=0.5007",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp53 / exp53_foa_lr5e4_dw0.5_fw0.2_hw0.1,PASSED,Original FOA UNet,binaural spec,ERP depth,Original FOA UNet,Depth + foa_weight*FOA + hist_weight*SH histogram,from name; FOA_L1=0.0320,test split; source=summary_test,"RMSE=1.0917, AbsRel=0.4669, δ1=0.4878",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
exp29 / exp29_msattn_lr1e3_fw0.2,PASSED,FOA multi-scale attention,binaural spec,ERP depth,FOA multi-scale attention,Depth + FOA + hist + KL if configured,from name; FOA_L1=0.0289,test split; source=summary_test,"RMSE=1.0922, AbsRel=0.4723, δ1=0.4936",See family taxonomy; exact row preserved.,none reported,KEEP,master_ranking
